,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6
cell_1565,19,2,32,7,1100,16
cell_1566,12,19,33,1,6,21
cell_1567,8,8,56,7,669,18
cell_1568,24,11,34,33,1051,30
cell_1569,26,13,35,27,903,22
cell_1570,17,19,10,17,1640,3
cell_1571,13,16,34,1402,14,52
cell_1572,16,370,14,4,10,1330
cell_1573,35,45,948,3,45,46
cell_1574,42,10,12,1247,1447,25
cell_1575,12,17,550,14,15,23
cell_1576,15,718,7,31,25,50
cell_1577,52,43,24,12,684,16
cell_1578,18,8,20,15,622,23
cell_1579,16,19,28,31,757,14
cell_1580,1074,16,56,15,5,18
cell_1581,3,21,5,8,39,1281
cell_1582,12,14,4,34,1740,2
cell_1583,1281,24,8,880,49,12
cell_1584,15,21,762,1,29,3
cell_1585,29,53,859,8,25,7
cell_1586,18,10,11,12,1108,3
cell_1587,7,36,27,4,790,17
cell_1588,5,10,15,47,22,17
cell_1589,46,32,52,12,22,65
cell_1590,1478,48,7,38,13,7
cell_1591,23,14,57,4,870,37
cell_1592,9,13,3,8,22,973
cell_1593,574,8,16,20,20,34
cell_1594,9,638,41,14,1,6
cell_1595,38,6,2157,33,21,14
cell_1596,85,5,4,10,1385,22
cell_1597,20,12,28,23,11,1447
cell_1598,6,14,1032,14,12,13
cell_1599,18,673,828,33,5,5
cell_1600,1741,16,66,18,25,36
cell_1601,35,11,42,946,995,36
cell_1602,2,18,551,8,11,4
cell_1603,25,38,1006,17,4,36
cell_1604,25,19,1549,15,13,1
cell_1605,810,4,16,8,12,4
cell_1606,525,10,13,17,8,5
cell_1607,2183,16,5,2,36,18
cell_1608,27,26,11,12,1189,25
cell_1609,16,21,1706,47,26,2
cell_1610,26,552,7,3,33,0
cell_1611,8,25,10,21,13,1661
cell_1612,15,1533,9,15,6,30
cell_1613,660,20,10,11,26,20
cell_1614,9,1,1213,39,12,29
cell_1615,25,29,52,4,1769,60
cell_1616,4,1321,81,11,31,36
cell_1617,1252,30,51,16,32,9
cell_1618,15,1706,37,783,3,42
cell_1619,4,18,26,5,8,1651
cell_1620,9,18,1073,12,618,24
cell_1621,971,5,81,19,9,6
cell_1622,11,0,1297,5,9,14
cell_1623,17,26,24,44,646,20
cell_1624,1610,23,15,17,15,15
cell_1625,843,20,9,46,9,24
cell_1626,11,32,1410,5,6,22
cell_1627,1548,14,13,14,19,751
cell_1628,26,654,10,25,27,2
cell_1629,539,52,13,51,12,26
cell_1630,24,12,17,20,88,28
cell_1631,1213,559,6,5,0,3
cell_1632,32,1044,43,9,38,16
cell_1633,4,1335,35,13,37,4
cell_1634,11,4,1698,11,21,11
cell_1635,5,12,1,39,35,1083
cell_1636,5,1027,9,2,15,24
cell_1637,19,11,26,958,34,9
cell_1638,17,10,14,1019,0,17
cell_1639,280,44,8,13,49,40
cell_1640,18,20,20,7,14,944
cell_1641,1272,30,1054,11,23,41
cell_1642,3,20,19,8,820,9
cell_1643,853,38,15,35,9,47
cell_1644,8,9,893,16,38,22
cell_1645,27,18,8,17,38,973
cell_1646,8,20,394,1,7,28
cell_1647,9,774,16,12,29,31
cell_1648,10,26,452,5,29,8
cell_1649,1421,675,28,31,5,15
cell_1650,48,4,7,22,1040,60
cell_1651,11,28,3,14,637,23
cell_1652,18,15,18,0,16,1206
cell_1653,14,23,638,21,32,20
cell_1654,8,24,36,33,972,14
cell_1655,14,14,514,31,20,6
cell_1656,24,8,24,1483,7,12
cell_1657,2669,22,8,9,14,14
cell_1658,1682,7,14,23,10,16
cell_1659,29,10,1005,15,38,43
cell_1660,12,922,17,11,32,4
cell_1661,94,27,7,2,1739,13
cell_1662,22,20,1036,16,15,37
cell_1663,30,4,16,17,930,25
cell_1664,17,17,0,44,12,1130
cell_1665,5,29,4,350,5,24
cell_1666,58,11,38,11,376,32
cell_1667,26,12,678,30,27,14
cell_1668,1285,75,1,34,33,6
cell_1669,14,1218,19,27,23,82
cell_1670,50,4,3,17,266,53
cell_1671,751,2,24,31,42,13
cell_1672,2,31,2090,10,8,11
cell_1673,15,2,22,5,19,23
cell_1674,797,4,15,41,36,7
cell_1675,15,1078,15,23,7,514
cell_1676,24,16,27,20,1,1151
cell_1677,38,16,22,28,856,25
cell_1678,26,38,23,7,5,873
cell_1679,28,34,664,900,19,30
cell_1680,58,38,15,7,35,1895
cell_1681,18,659,18,35,9,21
cell_1682,30,56,4,991,22,9
cell_1683,35,7,32,7,1233,34
cell_1684,2,59,15,1179,28,11
cell_1685,16,824,31,56,3,12
cell_1686,2716,43,17,8,28,12
cell_1687,16,7,0,32,19,1002
cell_1688,954,27,40,27,9,12
cell_1689,17,16,928,7,17,51
cell_1690,17,47,1536,32,10,15
cell_1691,19,11,2,1495,34,13
cell_1692,5,13,36,725,12,36
cell_1693,29,20,7,4,1095,15
cell_1694,51,52,6,607,36,14
cell_1695,876,38,21,0,8,5
cell_1696,1,19,25,888,14,34
cell_1697,3,34,11,1424,25,34
cell_1698,18,29,46,11,13,20
cell_1699,463,5,49,15,38,34
cell_1700,22,15,14,7,15,881
cell_1701,39,20,1564,13,76,28
cell_1702,16,25,803,3,24,27
cell_1703,928,4,16,11,20,16
cell_1704,2169,25,6,12,19,16
cell_1705,4,1296,7,1297,16,21
cell_1706,2,8,63,23,491,12
cell_1707,36,248,66,13,20,10
cell_1708,6,10,7,1278,50,29
cell_1709,15,1944,8,32,7,21
cell_1710,3,35,25,954,12,5
cell_1711,21,7,15,11,641,34
cell_1712,24,41,14,27,1942,3
cell_1713,7,42,1282,37,20,6
cell_1714,28,16,951,17,9,15
cell_1715,11,382,11,8,19,33
cell_1716,14,541,15,3,22,53
cell_1717,13,10,17,1590,36,33
cell_1718,33,58,19,23,15,627
cell_1719,17,41,47,3,25,880
cell_1720,16,26,16,9,17,790
cell_1721,8,29,30,23,10,1064
cell_1722,9,15,14,600,21,16
cell_1723,10,13,58,8,45,1119
cell_1724,1052,43,42,7,8,5
cell_1725,6,622,0,19,35,6
cell_1726,19,996,59,32,28,13
cell_1727,710,26,28,25,12,13
cell_1728,680,534,19,9,63,23
cell_1729,9,32,7,1390,9,15
cell_1730,1297,17,483,18,8,31
cell_1731,12,24,16,1564,31,5
cell_1732,20,5,25,4,771,17
cell_1733,5,11,18,21,10,1474
cell_1734,42,383,14,28,14,22
cell_1735,62,5,20,5,5,35
cell_1736,13,11,10,1635,7,26
cell_1737,31,26,9,7,777,9
cell_1738,9,641,78,39,21,6
cell_1739,15,30,41,775,18,12
cell_1740,18,1095,337,12,8,15
cell_1741,9,17,1092,5,11,15
cell_1742,1149,10,16,5,23,1041
cell_1743,11,19,5,12,3,885
cell_1744,4,17,13,14,1217,35
cell_1745,20,18,14,1421,9,8
cell_1746,8,770,29,11,20,1517
cell_1747,28,870,23,27,54,9
cell_1748,22,6,287,14,14,28
cell_1749,4,5,7,537,38,6
cell_1750,28,19,1098,42,6,46
cell_1751,11,12,45,23,30,745
cell_1752,1,12,9,927,8,6
cell_1753,39,11,17,444,6,21
cell_1754,15,11,12,26,61,930
cell_1755,11,23,19,6,29,669
cell_1756,24,930,19,21,5,14
cell_1757,22,29,621,15,14,14
cell_1758,18,57,1435,14,50,31
cell_1759,925,29,4,15,41,6
cell_1760,3,23,36,2051,12,7
cell_1761,7,48,6,11,1492,7
cell_1762,22,898,11,17,18,23
cell_1763,11,24,20,18,12,820
cell_1764,15,39,19,10,14,1911
cell_1765,19,5,22,33,6,21
cell_1766,31,14,7,16,1245,21
cell_1767,30,16,775,19,17,31
cell_1768,1202,6,477,11,9,7
cell_1769,8,696,14,23,14,17
cell_1770,25,29,25,6,366,4
cell_1771,13,433,26,56,2015,15
cell_1772,35,18,7,30,57,1326
cell_1773,578,35,54,20,46,22
cell_1774,14,46,7,1113,1,28
cell_1775,13,9,7,26,2,876
cell_1776,5,1102,35,29,27,9
cell_1777,20,44,676,6,33,23
cell_1778,802,7,9,2,17,6
cell_1779,1082,9,15,2,6,21
cell_1780,22,13,12,856,10,3
cell_1781,25,22,61,259,23,26
cell_1782,15,2039,79,19,30,6
cell_1783,16,1608,49,31,13,41
cell_1784,23,28,5,1703,5,37
cell_1785,26,13,7,587,15,3
cell_1786,1,31,14,558,26,40
cell_1787,9,8,12,8,958,2
cell_1788,21,2,25,913,20,14
cell_1789,25,38,24,19,875,69
cell_1790,14,40,26,6,1098,26
cell_1791,9,27,20,707,48,13
cell_1792,39,11,7,55,264,28
cell_1793,11,10,1867,6,11,7
cell_1794,38,13,33,25,1407,20
cell_1795,13,39,805,6,57,12
cell_1796,17,41,24,966,27,12
cell_1797,13,34,21,21,59,59
cell_1798,3,16,13,3,973,35
cell_1799,2291,16,18,4,7,12
cell_1800,21,20,29,29,625,2
cell_1801,10,19,44,1035,47,38
cell_1802,2349,21,9,38,25,17
cell_1803,16,19,32,1215,19,30
cell_1804,32,11,58,21,355,27
cell_1805,2,5,18,643,27,22
cell_1806,25,15,1,18,40,1292
cell_1807,3,7,51,6,918,27
cell_1808,13,18,27,19,2108,12
cell_1809,14,5,9,21,1485,41
cell_1810,658,28,43,7,54,36
cell_1811,19,7,45,13,17,10
cell_1812,38,34,48,1,883,13
cell_1813,17,952,12,12,34,809
cell_1814,21,45,85,1337,20,7
cell_1815,997,4,8,5,37,22
cell_1816,22,11,10,1390,15,30
cell_1817,10,16,1,1505,44,5
cell_1818,8,5,3,8,26,674
cell_1819,14,81,21,29,1583,30
cell_1820,11,15,72,75,7,12
cell_1821,52,11,11,17,492,9
cell_1822,41,25,4,926,23,1273
cell_1823,15,403,11,18,3,6
cell_1824,18,775,29,7,25,23
cell_1825,13,559,2,8,3,17
cell_1826,3,12,1299,42,7,35
cell_1827,640,8,15,0,68,11
cell_1828,45,11,20,18,537,27
cell_1829,16,37,18,29,40,502
cell_1830,20,1399,28,18,18,6
cell_1831,594,695,21,21,17,7
cell_1832,19,19,4,5,478,1
cell_1833,29,37,8,30,24,818
cell_1834,7,1355,12,13,23,22
cell_1835,75,6,4,8,802,1
cell_1836,19,6,580,30,5,17
cell_1837,1303,16,11,14,8,11
cell_1838,7,19,30,71,23,1538
cell_1839,41,12,761,1,6,10
cell_1840,79,21,1794,8,51,8
cell_1841,26,17,24,4,808,41
cell_1842,9,26,13,1047,3,37
cell_1843,11,44,36,1890,26,17
cell_1844,4,4,30,6,25,1051
cell_1845,11,784,15,86,11,37
cell_1846,37,29,21,10,1208,20
cell_1847,36,434,9,28,16,7
cell_1848,25,881,29,30,7,9
cell_1849,20,4,25,16,63,25
cell_1850,37,1898,1,10,15,41
cell_1851,6,40,45,16,3,1760
cell_1852,18,15,1,6,2191,20
cell_1853,492,16,37,6,10,6
cell_1854,28,16,19,22,921,13
cell_1855,52,8,31,21,15,690
cell_1856,43,20,586,20,15,17
cell_1857,15,1,16,26,553,22
cell_1858,881,31,13,42,11,5
cell_1859,4,899,10,14,22,21
cell_1860,14,7,37,6,864,19
cell_1861,1022,4,18,9,6,42
cell_1862,47,20,16,33,594,30
cell_1863,6,1372,12,6,21,7
cell_1864,574,20,20,33,16,28
cell_1865,9,2,54,44,1070,21
cell_1866,19,10,34,28,1170,14
cell_1867,63,12,27,54,11,903
cell_1868,3,12,10,806,23,38
cell_1869,9,29,12,42,3,777
cell_1870,20,29,1121,8,10,6
cell_1871,52,9,19,11,40,1321
cell_1872,18,535,24,6,25,7
cell_1873,5,37,21,10,1072,14
cell_1874,6,30,12,20,22,1085
cell_1875,4,47,21,23,986,10
cell_1876,1,41,1368,8,52,6
cell_1877,47,35,12,1063,24,13
cell_1878,14,13,8,6,12,13
cell_1879,19,10,33,10,26,1067
cell_1880,795,27,21,33,6,13
cell_1881,31,4,1023,7,15,36
cell_1882,25,11,1,323,17,1
cell_1883,20,28,11,2772,26,7
cell_1884,33,9,10,15,4,1177
cell_1885,16,4,23,11,244,13
cell_1886,10,3,2,7,842,34
cell_1887,15,9,22,59,2,1791
cell_1888,13,10,10,2,9,1101
cell_1889,16,43,878,5,35,28
cell_1890,39,23,30,30,7,705
cell_1891,29,14,24,53,11,461
cell_1892,26,8,9,11,473,8
cell_1893,525,25,42,5,23,5
cell_1894,16,40,5,27,954,23
cell_1895,27,15,16,14,876,2
cell_1896,44,942,18,16,0,7
cell_1897,1110,3,19,1,28,27
cell_1898,18,34,20,6,5,825
cell_1899,21,15,1097,5,15,39
cell_1900,19,1718,6,5,28,37
cell_1901,35,14,25,11,10,680
cell_1902,3,17,14,1573,29,17
cell_1903,23,7,26,9,1218,18
cell_1904,24,54,4,1,851,6
cell_1905,1180,4,28,11,12,17
cell_1906,13,628,3,5,31,32
cell_1907,41,18,20,7,11,2
cell_1908,1555,31,6,14,53,7
cell_1909,17,29,29,16,15,794
cell_1910,415,16,27,4,8,16
cell_1911,11,46,20,27,628,38
cell_1912,1843,25,10,1073,17,57
cell_1913,21,14,40,760,11,3
cell_1914,65,11,7,17,8,8
cell_1915,17,944,13,43,39,18
cell_1916,4,18,29,851,27,7
cell_1917,14,938,6,15,103,11
cell_1918,17,12,19,2,8,698
cell_1919,21,17,1314,20,4,39
cell_1920,14,2,10,18,1335,10
cell_1921,1635,17,15,16,3,1577
cell_1922,40,3,605,8,20,2
cell_1923,1051,27,16,12,23,6
cell_1924,14,11,13,1,16,1116
cell_1925,869,28,4,19,32,17
cell_1926,1131,54,17,14,6,12
cell_1927,26,9,22,1967,33,9
cell_1928,9,63,9,491,21,11
cell_1929,12,9,3,4,807,2
cell_1930,36,763,2,34,36,4
cell_1931,10,21,20,675,19,34
cell_1932,5,915,18,30,14,34
cell_1933,686,6,700,43,58,9
cell_1934,7,1245,8,2,39,2
cell_1935,3,11,29,28,478,10
cell_1936,3,12,1739,33,4,9
cell_1937,1090,1,5,16,69,17
cell_1938,684,24,14,12,28,0
cell_1939,22,12,54,12,1009,27
cell_1940,9,32,30,804,17,18
cell_1941,1676,32,3,51,66,27
cell_1942,18,16,3,20,5,1627
cell_1943,14,19,44,19,10,659
cell_1944,6,29,11,33,602,10
cell_1945,17,33,12,13,33,1133
cell_1946,9,63,822,8,9,13
cell_1947,9,33,245,3,13,1
cell_1948,45,10,12,18,1255,37
cell_1949,1,1233,8,24,52,25
cell_1950,18,9,8,1844,15,13
cell_1951,4,11,10,14,1191,20
cell_1952,0,1281,4,53,18,36
cell_1953,27,30,13,12,37,558
cell_1954,12,1296,8,51,13,14
cell_1955,856,18,8,1186,108,11
cell_1956,25,11,13,574,23,15
cell_1957,27,8,7,25,10,869
cell_1958,1035,9,8,12,26,15
cell_1959,48,3,19,602,13,27
cell_1960,52,865,9,53,24,44
cell_1961,24,13,17,539,10,29
cell_1962,26,420,10,57,27,9
cell_1963,3,27,36,30,40,215
cell_1964,489,34,20,20,40,1255
cell_1965,18,26,22,16,628,16
cell_1966,17,7,426,382,14,7
cell_1967,0,23,38,682,21,15
cell_1968,1510,4,28,10,21,25
cell_1969,13,33,623,1273,17,1
cell_1970,540,19,16,27,11,17
cell_1971,9,36,10,1150,10,12
cell_1972,47,10,888,28,11,35
cell_1973,13,16,495,12,3,2500
cell_1974,3,21,6,18,22,732
cell_1975,52,73,13,6,26,1295
cell_1976,23,19,947,22,36,17
cell_1977,523,7,13,41,11,12
cell_1978,20,32,37,829,6,23
cell_1979,5,56,6,1410,10,43
cell_1980,34,10,17,11,15,925
cell_1981,27,774,19,17,20,4
cell_1982,23,1105,39,15,15,14
cell_1983,26,15,588,32,16,5
cell_1984,9,20,386,3,13,13
cell_1985,73,50,46,30,31,739
cell_1986,22,15,6,2029,9,13
cell_1987,9,11,23,3,1214,18
cell_1988,27,8,10,1028,3,25
cell_1989,12,24,1089,9,12,17
cell_1990,17,952,27,32,19,4
cell_1991,854,9,35,64,8,16
cell_1992,5,25,22,18,18,15
cell_1993,243,48,8,8,9,5
cell_1994,13,42,1,33,551,6
cell_1995,47,22,17,7,8,701
cell_1996,20,39,5,1104,14,14
cell_1997,8,17,5,19,8,988
cell_1998,5,18,15,52,1271,7
cell_1999,482,19,0,18,11,4
cell_2000,17,32,10,956,18,18
