,barcode_assign,barcode_count,droplet_type,total_tag_umi
cell_1484,tag_6,1,singlet,1388
cell_1485,tag_3,1,singlet,1061
cell_1486,tag_3,1,singlet,1210
cell_1487,tag_3,1,singlet,1229
cell_1488,tag_6,1,singlet,1084
cell_1489,tag_1,1,singlet,616
cell_1490,tag_3,1,singlet,884
cell_1491,tag_2,1,singlet,440
cell_1492,tag_4,1,singlet,2427
cell_1493,tag_6,1,singlet,2328
cell_1494,tag_4,1,singlet,766
cell_1495,tag_5,1,singlet,1049
cell_1496,tag_6,1,singlet,566
cell_1497,tag_1,1,singlet,1456
cell_1498,tag_1,1,singlet,385
cell_1499,tag_2,1,singlet,739
cell_1500,tag_5,1,singlet,756
cell_1501,multiplet,2,multiplet,2347
cell_1502,negative,0,negative,93
cell_1503,tag_4,1,singlet,1188
cell_1504,tag_4,1,singlet,1264
cell_1505,negative,0,negative,154
cell_1506,tag_2,1,singlet,1141
cell_1507,tag_2,1,singlet,1871
cell_1508,tag_5,1,singlet,1932
cell_1509,tag_2,1,singlet,1275
cell_1510,tag_1,1,singlet,995
cell_1511,tag_2,1,singlet,1320
cell_1512,tag_5,1,singlet,1637
cell_1513,tag_2,1,singlet,932
cell_1514,tag_1,1,singlet,2327
cell_1515,tag_1,1,singlet,2619
cell_1516,tag_1,1,singlet,773
cell_1517,tag_3,1,singlet,1501
cell_1518,multiplet,2,multiplet,2288
cell_1519,tag_4,1,singlet,1485
cell_1520,tag_5,1,singlet,940
cell_1521,tag_6,1,singlet,1039
cell_1522,tag_1,1,singlet,786
cell_1523,tag_2,1,singlet,509
cell_1524,tag_1,1,singlet,1566
cell_1525,tag_6,1,singlet,853
cell_1526,negative,0,negative,137
cell_1527,multiplet,2,multiplet,3525
cell_1528,tag_1,1,singlet,1581
cell_1529,tag_3,1,singlet,1181
cell_1530,tag_5,1,singlet,945
cell_1531,tag_4,1,singlet,1512
cell_1532,tag_3,1,singlet,1282
cell_1533,tag_3,1,singlet,887
cell_1534,tag_3,1,singlet,1131
cell_1535,tag_6,1,singlet,1323
cell_1536,tag_3,1,singlet,680
cell_1537,multiplet,2,multiplet,2737
cell_1538,multiplet,2,multiplet,2105
cell_1539,multiplet,2,multiplet,1766
cell_1540,multiplet,2,multiplet,1388
cell_1541,tag_5,1,singlet,1529
cell_1542,tag_5,1,singlet,1412
cell_1543,tag_5,1,singlet,896
cell_1544,tag_6,1,singlet,843
cell_1545,tag_3,1,singlet,1059
cell_1546,tag_6,1,singlet,303
cell_1547,tag_2,1,singlet,941
cell_1548,tag_6,1,singlet,1783
cell_1549,tag_5,1,singlet,904
cell_1550,negative,0,negative,138
cell_1551,tag_2,1,singlet,846
cell_1552,tag_1,1,singlet,1137
cell_1553,tag_5,1,singlet,619
cell_1554,multiplet,2,multiplet,1684
cell_1555,tag_5,1,singlet,1074
cell_1556,tag_4,1,singlet,865
cell_1557,multiplet,2,multiplet,1236
cell_1558,tag_1,1,singlet,1474
cell_1559,tag_5,1,singlet,1956
cell_1560,tag_1,1,singlet,534
cell_1561,multiplet,2,multiplet,2238
cell_1562,tag_2,1,singlet,991
cell_1563,tag_5,1,singlet,646
cell_1564,tag_3,1,singlet,1599
cell_1565,tag_5,1,singlet,1176
cell_1566,negative,0,negative,92
cell_1567,tag_5,1,singlet,766
cell_1568,tag_5,1,singlet,1183
cell_1569,tag_5,1,singlet,1026
cell_1570,tag_5,1,singlet,1706
cell_1571,tag_4,1,singlet,1531
cell_1572,multiplet,2,multiplet,1744
cell_1573,tag_3,1,singlet,1122
cell_1574,multiplet,2,multiplet,2783
cell_1575,tag_3,1,singlet,631
cell_1576,tag_2,1,singlet,846
cell_1577,tag_5,1,singlet,831
cell_1578,tag_5,1,singlet,706
cell_1579,tag_5,1,singlet,865
cell_1580,tag_1,1,singlet,1184
cell_1581,tag_6,1,singlet,1357
cell_1582,tag_5,1,singlet,1806
cell_1583,multiplet,2,multiplet,2254
cell_1584,tag_3,1,singlet,831
cell_1585,tag_3,1,singlet,981
cell_1586,tag_5,1,singlet,1162
cell_1587,tag_5,1,singlet,881
cell_1588,negative,0,negative,116
cell_1589,negative,0,negative,229
cell_1590,tag_1,1,singlet,1591
cell_1591,tag_5,1,singlet,1005
cell_1592,tag_6,1,singlet,1028
cell_1593,tag_1,1,singlet,672
cell_1594,tag_2,1,singlet,709
cell_1595,tag_3,1,singlet,2269
cell_1596,tag_5,1,singlet,1511
cell_1597,tag_6,1,singlet,1541
cell_1598,tag_3,1,singlet,1091
cell_1599,multiplet,2,multiplet,1562
cell_1600,tag_1,1,singlet,1902
cell_1601,multiplet,2,multiplet,2065
cell_1602,tag_3,1,singlet,594
cell_1603,tag_3,1,singlet,1126
cell_1604,tag_3,1,singlet,1622
cell_1605,tag_1,1,singlet,854
cell_1606,tag_1,1,singlet,578
cell_1607,tag_1,1,singlet,2260
cell_1608,tag_5,1,singlet,1290
cell_1609,tag_3,1,singlet,1818
cell_1610,tag_2,1,singlet,621
cell_1611,tag_6,1,singlet,1738
cell_1612,tag_2,1,singlet,1608
cell_1613,tag_1,1,singlet,747
cell_1614,tag_3,1,singlet,1303
cell_1615,tag_5,1,singlet,1939
cell_1616,tag_2,1,singlet,1484
cell_1617,tag_1,1,singlet,1390
cell_1618,multiplet,2,multiplet,2586
cell_1619,tag_6,1,singlet,1712
cell_1620,multiplet,2,multiplet,1754
cell_1621,tag_1,1,singlet,1091
cell_1622,tag_3,1,singlet,1336
cell_1623,tag_5,1,singlet,777
cell_1624,tag_1,1,singlet,1695
cell_1625,tag_1,1,singlet,951
cell_1626,tag_3,1,singlet,1486
cell_1627,multiplet,2,multiplet,2359
cell_1628,tag_2,1,singlet,744
cell_1629,tag_1,1,singlet,693
cell_1630,tag_5,1,singlet,189
cell_1631,multiplet,2,multiplet,1786
cell_1632,tag_2,1,singlet,1182
cell_1633,tag_2,1,singlet,1428
cell_1634,tag_3,1,singlet,1756
cell_1635,tag_6,1,singlet,1175
cell_1636,tag_2,1,singlet,1082
cell_1637,tag_4,1,singlet,1057
cell_1638,tag_4,1,singlet,1077
cell_1639,tag_1,1,singlet,434
cell_1640,tag_6,1,singlet,1023
cell_1641,multiplet,2,multiplet,2431
cell_1642,tag_5,1,singlet,879
cell_1643,tag_1,1,singlet,997
cell_1644,tag_3,1,singlet,986
cell_1645,tag_6,1,singlet,1081
cell_1646,tag_3,1,singlet,458
cell_1647,tag_2,1,singlet,871
cell_1648,tag_3,1,singlet,530
cell_1649,multiplet,2,multiplet,2175
cell_1650,tag_5,1,singlet,1181
cell_1651,tag_5,1,singlet,716
cell_1652,tag_6,1,singlet,1273
cell_1653,tag_3,1,singlet,748
cell_1654,tag_5,1,singlet,1087
cell_1655,tag_3,1,singlet,599
cell_1656,tag_4,1,singlet,1558
cell_1657,tag_1,1,singlet,2736
cell_1658,tag_1,1,singlet,1752
cell_1659,tag_3,1,singlet,1140
cell_1660,tag_2,1,singlet,998
cell_1661,tag_5,1,singlet,1882
cell_1662,tag_3,1,singlet,1146
cell_1663,tag_5,1,singlet,1022
cell_1664,tag_6,1,singlet,1220
cell_1665,tag_4,1,singlet,417
cell_1666,tag_5,1,singlet,526
cell_1667,tag_3,1,singlet,787
cell_1668,tag_1,1,singlet,1434
cell_1669,tag_2,1,singlet,1383
cell_1670,tag_5,1,singlet,393
cell_1671,tag_1,1,singlet,863
cell_1672,tag_3,1,singlet,2152
cell_1673,negative,0,negative,86
cell_1674,tag_1,1,singlet,900
cell_1675,multiplet,2,multiplet,1652
cell_1676,tag_6,1,singlet,1239
cell_1677,tag_5,1,singlet,985
cell_1678,tag_6,1,singlet,972
cell_1679,multiplet,2,multiplet,1675
cell_1680,tag_6,1,singlet,2048
cell_1681,tag_2,1,singlet,760
cell_1682,tag_4,1,singlet,1112
cell_1683,tag_5,1,singlet,1348
cell_1684,tag_4,1,singlet,1294
cell_1685,tag_2,1,singlet,942
cell_1686,tag_1,1,singlet,2824
cell_1687,tag_6,1,singlet,1076
cell_1688,tag_1,1,singlet,1069
cell_1689,tag_3,1,singlet,1036
cell_1690,tag_3,1,singlet,1657
cell_1691,tag_4,1,singlet,1574
cell_1692,tag_4,1,singlet,827
cell_1693,tag_5,1,singlet,1170
cell_1694,tag_4,1,singlet,766
cell_1695,tag_1,1,singlet,948
cell_1696,tag_4,1,singlet,981
cell_1697,tag_4,1,singlet,1531
cell_1698,negative,0,negative,137
cell_1699,tag_1,1,singlet,604
cell_1700,tag_6,1,singlet,954
cell_1701,tag_3,1,singlet,1740
cell_1702,tag_3,1,singlet,898
cell_1703,tag_1,1,singlet,995
cell_1704,tag_1,1,singlet,2247
cell_1705,multiplet,2,multiplet,2641
cell_1706,tag_5,1,singlet,599
cell_1707,tag_2,1,singlet,393
cell_1708,tag_4,1,singlet,1380
cell_1709,tag_2,1,singlet,2027
cell_1710,tag_4,1,singlet,1034
cell_1711,tag_5,1,singlet,729
cell_1712,tag_5,1,singlet,2051
cell_1713,tag_3,1,singlet,1394
cell_1714,tag_3,1,singlet,1036
cell_1715,tag_2,1,singlet,464
cell_1716,tag_2,1,singlet,648
cell_1717,tag_4,1,singlet,1699
cell_1718,tag_6,1,singlet,775
cell_1719,tag_6,1,singlet,1013
cell_1720,tag_6,1,singlet,874
cell_1721,tag_6,1,singlet,1164
cell_1722,tag_4,1,singlet,675
cell_1723,tag_6,1,singlet,1253
cell_1724,tag_1,1,singlet,1157
cell_1725,tag_2,1,singlet,688
cell_1726,tag_2,1,singlet,1147
cell_1727,tag_1,1,singlet,814
cell_1728,multiplet,2,multiplet,1328
cell_1729,tag_4,1,singlet,1462
cell_1730,multiplet,2,multiplet,1854
cell_1731,tag_4,1,singlet,1652
cell_1732,tag_5,1,singlet,842
cell_1733,tag_6,1,singlet,1539
cell_1734,tag_2,1,singlet,503
cell_1735,negative,0,negative,132
cell_1736,tag_4,1,singlet,1702
cell_1737,tag_5,1,singlet,859
cell_1738,tag_2,1,singlet,794
cell_1739,tag_4,1,singlet,891
cell_1740,multiplet,2,multiplet,1485
cell_1741,tag_3,1,singlet,1149
cell_1742,multiplet,2,multiplet,2244
cell_1743,tag_6,1,singlet,935
cell_1744,tag_5,1,singlet,1300
cell_1745,tag_4,1,singlet,1490
cell_1746,multiplet,2,multiplet,2355
cell_1747,tag_2,1,singlet,1011
cell_1748,tag_3,1,singlet,371
cell_1749,tag_4,1,singlet,597
cell_1750,tag_3,1,singlet,1239
cell_1751,tag_6,1,singlet,866
cell_1752,tag_4,1,singlet,963
cell_1753,tag_4,1,singlet,538
cell_1754,tag_6,1,singlet,1055
cell_1755,tag_6,1,singlet,757
cell_1756,tag_2,1,singlet,1013
cell_1757,tag_3,1,singlet,715
cell_1758,tag_3,1,singlet,1605
cell_1759,tag_1,1,singlet,1020
cell_1760,tag_4,1,singlet,2132
cell_1761,tag_5,1,singlet,1571
cell_1762,tag_2,1,singlet,989
cell_1763,tag_6,1,singlet,905
cell_1764,tag_6,1,singlet,2008
cell_1765,negative,0,negative,106
cell_1766,tag_5,1,singlet,1334
cell_1767,tag_3,1,singlet,888
cell_1768,multiplet,2,multiplet,1712
cell_1769,tag_2,1,singlet,772
cell_1770,tag_5,1,singlet,455
cell_1771,multiplet,2,multiplet,2558
cell_1772,tag_6,1,singlet,1473
cell_1773,tag_1,1,singlet,755
cell_1774,tag_4,1,singlet,1209
cell_1775,tag_6,1,singlet,933
cell_1776,tag_2,1,singlet,1207
cell_1777,tag_3,1,singlet,802
cell_1778,tag_1,1,singlet,843
cell_1779,tag_1,1,singlet,1135
cell_1780,tag_4,1,singlet,916
cell_1781,tag_4,1,singlet,416
cell_1782,tag_2,1,singlet,2188
cell_1783,tag_2,1,singlet,1758
cell_1784,tag_4,1,singlet,1801
cell_1785,tag_4,1,singlet,651
cell_1786,tag_4,1,singlet,670
cell_1787,tag_5,1,singlet,997
cell_1788,tag_4,1,singlet,995
cell_1789,tag_5,1,singlet,1050
cell_1790,tag_5,1,singlet,1210
cell_1791,tag_4,1,singlet,824
cell_1792,tag_5,1,singlet,404
cell_1793,tag_3,1,singlet,1912
cell_1794,tag_5,1,singlet,1536
cell_1795,tag_3,1,singlet,932
cell_1796,tag_4,1,singlet,1087
cell_1797,negative,0,negative,207
cell_1798,tag_5,1,singlet,1043
cell_1799,tag_1,1,singlet,2348
cell_1800,tag_5,1,singlet,726
cell_1801,tag_4,1,singlet,1193
cell_1802,tag_1,1,singlet,2459
cell_1803,tag_4,1,singlet,1331
cell_1804,tag_5,1,singlet,504
cell_1805,tag_4,1,singlet,717
cell_1806,tag_6,1,singlet,1391
cell_1807,tag_5,1,singlet,1012
cell_1808,tag_5,1,singlet,2197
cell_1809,tag_5,1,singlet,1575
cell_1810,tag_1,1,singlet,826
cell_1811,negative,0,negative,111
cell_1812,tag_5,1,singlet,1017
cell_1813,multiplet,2,multiplet,1836
cell_1814,tag_4,1,singlet,1515
cell_1815,tag_1,1,singlet,1073
cell_1816,tag_4,1,singlet,1478
cell_1817,tag_4,1,singlet,1581
cell_1818,tag_6,1,singlet,724
cell_1819,tag_5,1,singlet,1758
cell_1820,negative,0,negative,192
cell_1821,tag_5,1,singlet,592
cell_1822,multiplet,2,multiplet,2292
cell_1823,tag_2,1,singlet,456
cell_1824,tag_2,1,singlet,877
cell_1825,tag_2,1,singlet,602
cell_1826,tag_3,1,singlet,1398
cell_1827,tag_1,1,singlet,742
cell_1828,tag_5,1,singlet,658
cell_1829,tag_6,1,singlet,642
cell_1830,tag_2,1,singlet,1489
cell_1831,multiplet,2,multiplet,1355
cell_1832,tag_5,1,singlet,526
cell_1833,tag_6,1,singlet,946
cell_1834,tag_2,1,singlet,1432
cell_1835,tag_5,1,singlet,896
cell_1836,tag_3,1,singlet,657
cell_1837,tag_1,1,singlet,1363
cell_1838,tag_6,1,singlet,1688
cell_1839,tag_3,1,singlet,831
cell_1840,tag_3,1,singlet,1961
cell_1841,tag_5,1,singlet,920
cell_1842,tag_4,1,singlet,1135
cell_1843,tag_4,1,singlet,2024
cell_1844,tag_6,1,singlet,1120
cell_1845,tag_2,1,singlet,944
cell_1846,tag_5,1,singlet,1325
cell_1847,tag_2,1,singlet,530
cell_1848,tag_2,1,singlet,981
cell_1849,negative,0,negative,153
cell_1850,tag_2,1,singlet,2002
cell_1851,tag_6,1,singlet,1870
cell_1852,tag_5,1,singlet,2251
cell_1853,tag_1,1,singlet,567
cell_1854,tag_5,1,singlet,1019
cell_1855,tag_6,1,singlet,817
cell_1856,tag_3,1,singlet,701
cell_1857,tag_5,1,singlet,633
cell_1858,tag_1,1,singlet,983
cell_1859,tag_2,1,singlet,970
cell_1860,tag_5,1,singlet,947
cell_1861,tag_1,1,singlet,1101
cell_1862,tag_5,1,singlet,740
cell_1863,tag_2,1,singlet,1424
cell_1864,tag_1,1,singlet,691
cell_1865,tag_5,1,singlet,1200
cell_1866,tag_5,1,singlet,1275
cell_1867,tag_6,1,singlet,1070
cell_1868,tag_4,1,singlet,892
cell_1869,tag_6,1,singlet,872
cell_1870,tag_3,1,singlet,1194
cell_1871,tag_6,1,singlet,1452
cell_1872,tag_2,1,singlet,615
cell_1873,tag_5,1,singlet,1159
cell_1874,tag_6,1,singlet,1175
cell_1875,tag_5,1,singlet,1091
cell_1876,tag_3,1,singlet,1476
cell_1877,tag_4,1,singlet,1194
cell_1878,negative,0,negative,66
cell_1879,tag_6,1,singlet,1165
cell_1880,tag_1,1,singlet,895
cell_1881,tag_3,1,singlet,1116
cell_1882,tag_4,1,singlet,378
cell_1883,tag_4,1,singlet,2864
cell_1884,tag_6,1,singlet,1248
cell_1885,tag_5,1,singlet,311
cell_1886,tag_5,1,singlet,898
cell_1887,tag_6,1,singlet,1898
cell_1888,tag_6,1,singlet,1145
cell_1889,tag_3,1,singlet,1005
cell_1890,tag_6,1,singlet,834
cell_1891,tag_6,1,singlet,592
cell_1892,tag_5,1,singlet,535
cell_1893,tag_1,1,singlet,625
cell_1894,tag_5,1,singlet,1065
cell_1895,tag_5,1,singlet,950
cell_1896,tag_2,1,singlet,1027
cell_1897,tag_1,1,singlet,1188
cell_1898,tag_6,1,singlet,908
cell_1899,tag_3,1,singlet,1192
cell_1900,tag_2,1,singlet,1813
cell_1901,tag_6,1,singlet,775
cell_1902,tag_4,1,singlet,1653
cell_1903,tag_5,1,singlet,1301
cell_1904,tag_5,1,singlet,940
cell_1905,tag_1,1,singlet,1252
cell_1906,tag_2,1,singlet,712
cell_1907,negative,0,negative,99
cell_1908,tag_1,1,singlet,1666
cell_1909,tag_6,1,singlet,900
cell_1910,tag_1,1,singlet,486
cell_1911,tag_5,1,singlet,770
cell_1912,multiplet,2,multiplet,3025
cell_1913,tag_4,1,singlet,849
cell_1914,negative,0,negative,116
cell_1915,tag_2,1,singlet,1074
cell_1916,tag_4,1,singlet,936
cell_1917,tag_2,1,singlet,1087
cell_1918,tag_6,1,singlet,756
cell_1919,tag_3,1,singlet,1415
cell_1920,tag_5,1,singlet,1389
cell_1921,multiplet,2,multiplet,3263
cell_1922,tag_3,1,singlet,678
cell_1923,tag_1,1,singlet,1135
cell_1924,tag_6,1,singlet,1171
cell_1925,tag_1,1,singlet,969
cell_1926,tag_1,1,singlet,1234
cell_1927,tag_4,1,singlet,2066
cell_1928,tag_4,1,singlet,604
cell_1929,tag_5,1,singlet,837
cell_1930,tag_2,1,singlet,875
cell_1931,tag_4,1,singlet,779
cell_1932,tag_2,1,singlet,1016
cell_1933,multiplet,2,multiplet,1502
cell_1934,tag_2,1,singlet,1303
cell_1935,tag_5,1,singlet,559
cell_1936,tag_3,1,singlet,1800
cell_1937,tag_1,1,singlet,1198
cell_1938,tag_1,1,singlet,762
cell_1939,tag_5,1,singlet,1136
cell_1940,tag_4,1,singlet,910
cell_1941,tag_1,1,singlet,1855
cell_1942,tag_6,1,singlet,1689
cell_1943,tag_6,1,singlet,765
cell_1944,tag_5,1,singlet,691
cell_1945,tag_6,1,singlet,1241
cell_1946,tag_3,1,singlet,924
cell_1947,tag_3,1,singlet,304
cell_1948,tag_5,1,singlet,1377
cell_1949,tag_2,1,singlet,1343
cell_1950,tag_4,1,singlet,1907
cell_1951,tag_5,1,singlet,1250
cell_1952,tag_2,1,singlet,1392
cell_1953,tag_6,1,singlet,677
cell_1954,tag_2,1,singlet,1394
cell_1955,multiplet,2,multiplet,2187
cell_1956,tag_4,1,singlet,661
cell_1957,tag_6,1,singlet,946
cell_1958,tag_1,1,singlet,1105
cell_1959,tag_4,1,singlet,712
cell_1960,tag_2,1,singlet,1047
cell_1961,tag_4,1,singlet,632
cell_1962,tag_2,1,singlet,549
cell_1963,tag_6,1,singlet,351
cell_1964,multiplet,2,multiplet,1858
cell_1965,tag_5,1,singlet,726
cell_1966,multiplet,2,multiplet,853
cell_1967,tag_4,1,singlet,779
cell_1968,tag_1,1,singlet,1598
cell_1969,multiplet,2,multiplet,1960
cell_1970,tag_1,1,singlet,630
cell_1971,tag_4,1,singlet,1227
cell_1972,tag_3,1,singlet,1019
cell_1973,multiplet,2,multiplet,3039
cell_1974,tag_6,1,singlet,802
cell_1975,tag_6,1,singlet,1465
cell_1976,tag_3,1,singlet,1064
cell_1977,tag_1,1,singlet,607
cell_1978,tag_4,1,singlet,947
cell_1979,tag_4,1,singlet,1530
cell_1980,tag_6,1,singlet,1012
cell_1981,tag_2,1,singlet,861
cell_1982,tag_2,1,singlet,1211
cell_1983,tag_3,1,singlet,682
cell_1984,tag_3,1,singlet,444
cell_1985,tag_6,1,singlet,969
cell_1986,tag_4,1,singlet,2094
cell_1987,tag_5,1,singlet,1278
cell_1988,tag_4,1,singlet,1101
cell_1989,tag_3,1,singlet,1163
cell_1990,tag_2,1,singlet,1051
cell_1991,tag_1,1,singlet,986
cell_1992,negative,0,negative,103
cell_1993,tag_1,1,singlet,321
cell_1994,tag_5,1,singlet,646
cell_1995,tag_6,1,singlet,802
cell_1996,tag_4,1,singlet,1196
cell_1997,tag_6,1,singlet,1045
cell_1998,tag_5,1,singlet,1368
cell_1999,tag_1,1,singlet,534
cell_2000,tag_4,1,singlet,1051
