,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6
cell_1565,1,922,24,34,1326,26
cell_1566,572,45,1174,23,2,10
cell_1567,20,35,1151,10,12,58
cell_1568,10,18,12,36,700,35
cell_1569,36,9,857,6,30,24
cell_1570,15,1443,13,1069,6,12
cell_1571,501,14,11,11,13,19
cell_1572,24,24,652,20,17,18
cell_1573,38,10,43,12,27,933
cell_1574,72,1255,11,18,5,21
cell_1575,26,29,3,33,36,1497
cell_1576,751,39,12,21,16,27
cell_1577,10,914,13,6,26,11
cell_1578,6,6,4,17,26,809
cell_1579,7,4,19,50,10,586
cell_1580,12,10,12,16,610,29
cell_1581,21,8,17,3,42,1169
cell_1582,758,26,39,23,18,28
cell_1583,2,22,9,10,1,921
cell_1584,18,7,1045,49,4,1
cell_1585,11,25,6,13,37,1094
cell_1586,25,6,3,48,236,24
cell_1587,31,9,13,1311,16,3
cell_1588,512,32,15,60,17,18
cell_1589,3,3,7,16,29,908
cell_1590,3,1636,4,29,21,14
cell_1591,41,14,913,18,45,3
cell_1592,23,7,862,27,2,13
cell_1593,18,14,22,26,923,8
cell_1594,22,3,22,9,34,918
cell_1595,20,14,801,25,9,31
cell_1596,1,20,7,957,3,6
cell_1597,42,6,7,26,23,887
cell_1598,952,13,17,23,18,31
cell_1599,16,26,9,1555,702,14
cell_1600,27,64,581,24,20,21
cell_1601,44,47,1044,42,18,6
cell_1602,25,12,1462,15,31,7
cell_1603,673,2,13,6,31,16
cell_1604,22,7,8,2,450,14
cell_1605,2039,6,32,14,22,45
cell_1606,9,11,14,11,1048,1635
cell_1607,2,626,29,38,52,35
cell_1608,12,12,32,64,423,24
cell_1609,40,10,4,6,2,582
cell_1610,19,40,56,901,7,21
cell_1611,731,33,33,14,19,5
cell_1612,7,29,1025,35,23,13
cell_1613,23,7,35,8,8,13
cell_1614,32,1159,0,12,25,3
cell_1615,9,3,5,25,2,20
cell_1616,30,16,563,14,5,10
cell_1617,10,23,788,11,1,4
cell_1618,48,16,835,9,12,20
cell_1619,13,15,19,798,39,15
cell_1620,1073,4,17,32,18,32
cell_1621,6,1277,817,5,28,28
cell_1622,2,16,25,41,16,3
cell_1623,14,6,592,13,27,18
cell_1624,21,10,7,1460,3,11
cell_1625,27,50,13,18,1,733
cell_1626,6,45,29,2358,4,3
cell_1627,7,604,42,23,12,31
cell_1628,66,18,9,8,1989,21
cell_1629,24,17,17,7,12,2142
cell_1630,14,1259,15,16,49,8
cell_1631,27,41,806,1076,23,9
cell_1632,1181,8,49,38,48,6
cell_1633,22,18,947,11,0,15
cell_1634,821,6,29,23,10,8
cell_1635,14,4,25,1028,29,10
cell_1636,7,31,16,23,11,311
cell_1637,5,20,23,50,4,1241
cell_1638,11,38,40,14,59,773
cell_1639,32,32,24,28,13,10
cell_1640,19,17,74,8,2,1299
cell_1641,20,67,17,49,577,30
cell_1642,56,5,2,18,1104,24
cell_1643,1593,13,10,26,41,34
cell_1644,1706,22,23,3,19,9
cell_1645,1007,14,1314,38,29,37
cell_1646,1803,10,13,16,17,1
cell_1647,13,17,459,14,24,38
cell_1648,15,833,65,5,14,25
cell_1649,27,15,10,646,37,1144
cell_1650,11,16,79,1898,414,53
cell_1651,4,10,33,32,38,1346
cell_1652,16,23,17,18,80,1101
cell_1653,21,12,34,1611,23,14
cell_1654,1155,75,10,13,22,9
cell_1655,37,1094,23,6,21,14
cell_1656,29,29,731,20,7,5
cell_1657,14,9,13,74,1533,44
cell_1658,14,13,15,35,23,1752
cell_1659,1424,13,16,10,9,10
cell_1660,421,22,8,41,18,4
cell_1661,49,52,1845,32,779,5
cell_1662,16,8,36,3,897,932
cell_1663,2,956,36,31,25,5
cell_1664,1100,6,15,10,9,20
cell_1665,16,38,9,1144,10,6
cell_1666,1044,9,3,43,9,4
cell_1667,1287,8,3,27,6,5
cell_1668,9,6,25,23,9,781
cell_1669,49,24,44,1222,15,8
cell_1670,4,25,785,7,19,29
cell_1671,53,13,27,17,1936,11
cell_1672,2,25,30,14,745,13
cell_1673,12,16,3,24,11,581
cell_1674,0,0,264,20,12,31
cell_1675,12,23,14,865,24,683
cell_1676,1153,1503,2,15,17,6
cell_1677,15,30,34,16,15,1859
cell_1678,9,676,23,17,16,10
cell_1679,1260,16,35,35,53,28
cell_1680,44,11,8,3,7,990
cell_1681,12,8,24,14,39,738
cell_1682,6,13,8,7,18,17
cell_1683,1178,11,61,4,465,19
cell_1684,27,5,34,36,13,681
cell_1685,1198,51,34,8,3,2
cell_1686,1063,40,14,15,8,10
cell_1687,831,27,16,10,21,1225
cell_1688,17,0,659,41,15,13
cell_1689,10,13,636,8,25,12
cell_1690,26,28,25,1000,5,6
cell_1691,12,26,695,14,18,11
cell_1692,13,9,22,971,15,3
cell_1693,15,42,1137,25,27,21
cell_1694,949,13,9,15,21,20
cell_1695,29,19,20,1227,21,10
cell_1696,30,36,39,21,3,932
cell_1697,30,512,9,29,1511,33
cell_1698,1528,71,37,4,24,7
cell_1699,22,17,14,35,21,1804
cell_1700,1029,50,27,5,7,17
cell_1701,11,2,1048,43,22,27
cell_1702,2225,35,18,3,35,12
cell_1703,5,831,11,14,7,39
cell_1704,501,16,9,3,27,16
cell_1705,6,9,10,1360,16,12
cell_1706,1387,26,16,46,15,2
cell_1707,29,23,35,20,3,957
cell_1708,714,26,14,61,21,40
cell_1709,44,18,6,24,12,22
cell_1710,9,893,17,11,29,36
cell_1711,10,21,19,10,23,1109
cell_1712,20,22,9,14,359,29
cell_1713,14,16,15,28,18,880
cell_1714,18,14,40,40,982,11
cell_1715,1278,33,31,22,30,5
cell_1716,825,19,14,11,25,28
cell_1717,13,10,839,5,41,43
cell_1718,539,16,6,8,1106,31
cell_1719,9,1789,5,46,68,29
cell_1720,10,1495,19,18,20,7
cell_1721,14,20,12,1,23,426
cell_1722,11,851,1394,1,19,44
cell_1723,7,13,14,31,632,8
cell_1724,36,1348,22,23,25,21
cell_1725,5,7,9,11,1068,5
cell_1726,40,10,58,29,457,24
cell_1727,4,1181,6,53,27,13
cell_1728,11,8,15,1581,13,8
cell_1729,35,24,755,7,8,16
cell_1730,27,35,1291,17,28,13
cell_1731,58,2,28,26,18,1683
cell_1732,12,1222,17,49,17,9
cell_1733,9,3,18,820,4,23
cell_1734,8,1296,18,25,9,16
cell_1735,10,16,854,6,38,28
cell_1736,26,34,1729,24,20,61
cell_1737,51,11,13,23,1689,12
cell_1738,10,1121,20,26,23,8
cell_1739,930,431,33,2,31,35
cell_1740,21,373,11,8,24,7
cell_1741,2,19,32,992,28,28
cell_1742,10,21,22,1355,18,80
cell_1743,29,889,8,16,28,76
cell_1744,760,10,3,25,39,40
cell_1745,10,27,17,7,1603,51
cell_1746,14,19,9,19,1201,23
cell_1747,1588,27,27,1,28,11
cell_1748,24,16,13,15,26,1787
cell_1749,47,27,43,1516,5,19
cell_1750,28,4,808,47,17,35
cell_1751,29,1683,6,12,15,34
cell_1752,31,13,9,7,619,16
cell_1753,7,30,18,619,30,16
cell_1754,2,13,20,233,23,18
cell_1755,19,10,1036,4,24,22
cell_1756,6,934,29,57,21,5
cell_1757,36,12,10,6,17,37
cell_1758,12,39,12,11,469,26
cell_1759,1772,49,2,15,13,23
cell_1760,8,956,26,52,8,24
cell_1761,16,1020,54,41,48,7
cell_1762,6,11,35,3,842,8
cell_1763,29,7,3,1806,23,23
cell_1764,27,10,1211,12,2,17
cell_1765,1944,14,16,51,50,2
cell_1766,14,0,9,519,5,21
cell_1767,21,12,43,39,3,28
cell_1768,19,5,6,13,841,10
cell_1769,32,6,19,4,10,972
cell_1770,7,2243,23,12,23,12
cell_1771,26,3,2,548,28,26
cell_1772,23,310,1,12,45,825
cell_1773,17,18,45,683,5,31
cell_1774,21,5,25,16,755,12
cell_1775,23,39,9,28,1256,18
cell_1776,1296,16,14,20,5,1031
cell_1777,3,2,33,18,49,1144
cell_1778,521,35,22,12,20,24
cell_1779,17,37,10,10,787,46
cell_1780,1108,15,10,854,38,39
cell_1781,13,669,75,8,25,12
cell_1782,758,12,14,9,15,2
cell_1783,19,8,7,10,416,25
cell_1784,1079,7,37,24,26,5
cell_1785,995,33,24,19,65,29
cell_1786,24,31,41,933,7,27
cell_1787,4,1773,19,12,10,7
cell_1788,7,6,9,17,1949,8
cell_1789,63,14,11,17,11,1836
cell_1790,49,38,2,12,10,21
cell_1791,864,3,2,25,26,18
cell_1792,27,28,19,19,9,1590
cell_1793,14,14,18,10,1125,5
cell_1794,16,2015,10,8,9,8
cell_1795,34,3,68,6,15,1025
cell_1796,31,630,23,28,21,27
cell_1797,32,8,18,30,5,20
cell_1798,1385,28,26,30,12,8
cell_1799,37,12,1294,9,23,43
cell_1800,4,29,1307,6,5,14
cell_1801,890,5,10,8,22,6
cell_1802,20,3,16,6,22,30
cell_1803,28,24,982,16,22,52
cell_1804,405,3,14,29,66,14
cell_1805,788,8,32,8,26,40
cell_1806,8,46,15,12,32,15
cell_1807,3,8,1361,17,43,28
cell_1808,19,11,32,2,12,1098
cell_1809,6,16,37,42,995,36
cell_1810,3,17,561,8,16,22
cell_1811,5,13,36,23,1374,48
cell_1812,0,23,1,19,30,670
cell_1813,9,1071,31,7,42,17
cell_1814,938,33,4,15,38,36
cell_1815,14,54,60,33,1596,26
cell_1816,20,708,20,7,19,31
cell_1817,56,22,19,4,30,1060
cell_1818,583,9,17,42,16,5
cell_1819,763,44,9,20,49,30
cell_1820,10,706,7,4,14,58
cell_1821,7,34,493,10,21,934
cell_1822,876,0,37,19,482,47
cell_1823,26,10,23,14,1211,18
cell_1824,16,22,11,12,1169,20
cell_1825,1,2,850,19,21,3
cell_1826,15,550,27,10,18,887
cell_1827,454,12,32,27,5,23
cell_1828,29,9,1314,10,30,1141
cell_1829,8,841,9,8,31,13
cell_1830,5,12,23,1064,13,15
cell_1831,62,6,17,25,1472,25
cell_1832,18,10,8,30,42,1267
cell_1833,79,808,35,9,1,42
cell_1834,1,9,833,14,23,4
cell_1835,2,15,5,800,25,30
cell_1836,51,22,1,987,7,11
cell_1837,19,31,1029,6,4,2
cell_1838,9,16,15,800,6,93
cell_1839,407,11,24,0,9,23
cell_1840,664,25,20,15,8,2182
cell_1841,14,24,57,14,1326,18
cell_1842,1560,21,5,13,41,21
cell_1843,29,7,1248,18,35,6
cell_1844,1710,24,52,6,13,16
cell_1845,19,10,64,1699,38,34
cell_1846,24,10,6,1340,6,14
cell_1847,2,10,7,3,1200,43
cell_1848,507,34,19,62,18,21
cell_1849,19,9,43,8,8,2354
cell_1850,23,14,818,41,1,6
cell_1851,4,28,39,32,28,736
cell_1852,44,30,1101,0,29,29
cell_1853,539,12,37,2,0,682
cell_1854,9,9,768,12,18,982
cell_1855,4,26,1600,0,9,11
cell_1856,1188,24,7,22,18,9
cell_1857,9,4,16,8,1525,4
cell_1858,17,729,20,21,14,7
cell_1859,22,24,16,9,7,481
cell_1860,29,11,678,10,15,27
cell_1861,18,1125,38,2,47,28
cell_1862,5,2,855,44,34,7
cell_1863,24,802,5,14,25,36
cell_1864,45,41,1258,5,6,23
cell_1865,11,7,30,7,1415,15
cell_1866,15,34,8,9,24,3
cell_1867,15,17,4,46,765,13
cell_1868,248,9,50,22,12,34
cell_1869,10,25,27,22,21,51
cell_1870,12,36,338,71,11,7
cell_1871,13,30,210,24,29,39
cell_1872,22,44,1560,19,628,25
cell_1873,33,27,1275,7,22,1
cell_1874,15,10,33,21,4,402
cell_1875,57,3,29,22,1356,11
cell_1876,18,21,17,16,848,8
cell_1877,7,46,6,891,1425,12
cell_1878,48,23,19,1147,1618,8
cell_1879,12,42,4,16,1015,19
cell_1880,1613,33,19,37,37,19
cell_1881,66,7,34,2,1719,21
cell_1882,13,6,37,4,787,8
cell_1883,4,4,1552,7,1034,11
cell_1884,20,805,54,7,3,7
cell_1885,1068,1,4,39,44,27
cell_1886,41,358,61,5,15,5
cell_1887,1594,19,11,14,11,6
cell_1888,1407,9,17,41,1248,37
cell_1889,9,8,667,3,10,22
cell_1890,0,5,27,49,1193,20
cell_1891,894,34,9,24,31,28
cell_1892,18,20,7,660,21,27
cell_1893,31,1203,12,35,23,1
cell_1894,47,1129,0,29,8,42
cell_1895,86,17,2,28,1564,21
cell_1896,26,310,19,14,24,40
cell_1897,8,1211,35,29,8,12
cell_1898,5,1109,18,1256,1,16
cell_1899,11,12,27,6,28,580
cell_1900,27,1258,24,19,27,4
cell_1901,19,44,63,884,41,10
cell_1902,32,1587,95,15,23,6
cell_1903,578,7,13,689,9,21
cell_1904,29,12,7,14,18,906
cell_1905,17,21,48,3,1312,37
cell_1906,5,27,11,8,32,16
cell_1907,9,17,15,10,1107,10
cell_1908,10,14,10,21,1069,23
cell_1909,38,26,4,43,16,1869
cell_1910,645,27,24,18,11,10
cell_1911,10,834,14,43,15,13
cell_1912,59,28,524,23,27,15
cell_1913,688,31,6,12,9,11
cell_1914,17,563,23,5,10,2
cell_1915,47,4,31,1,744,18
cell_1916,6,5,14,6,870,30
cell_1917,16,10,7,817,17,28
cell_1918,5,4,763,25,32,14
cell_1919,12,27,15,612,60,21
cell_1920,15,9,13,9,960,4
cell_1921,32,1154,25,4,24,31
cell_1922,18,1183,10,20,35,30
cell_1923,8,601,8,2,5,20
cell_1924,17,17,12,841,5,12
cell_1925,16,18,19,369,8,16
cell_1926,14,16,9,8,28,842
cell_1927,29,1326,7,12,24,14
cell_1928,8,36,783,22,30,12
cell_1929,37,7,14,1321,4,31
cell_1930,31,11,35,46,14,834
cell_1931,22,3,43,1112,22,3
cell_1932,1168,12,4,21,28,5
cell_1933,29,730,11,34,11,5
cell_1934,28,40,13,23,906,25
cell_1935,1,746,16,12,1,6
cell_1936,6,30,2,35,921,12
cell_1937,1240,4,17,9,48,2
cell_1938,1085,24,42,9,15,10
cell_1939,11,3,4,29,26,558
cell_1940,1769,33,29,1228,39,17
cell_1941,911,25,32,21,20,27
cell_1942,8,11,13,23,1310,22
cell_1943,17,11,21,22,570,9
cell_1944,769,45,3,17,38,74
cell_1945,52,9,12,12,742,29
cell_1946,343,43,73,17,11,2
cell_1947,28,415,7,4,41,1
cell_1948,6,32,9,4,13,21
cell_1949,15,19,31,10,774,18
cell_1950,13,997,13,28,15,19
cell_1951,10,1,8,10,22,1640
cell_1952,10,29,40,14,7,1409
cell_1953,1077,391,11,59,42,17
cell_1954,893,4,24,12,14,22
cell_1955,11,9,328,25,64,45
cell_1956,20,6,1564,4,33,20
cell_1957,1205,21,18,12,27,9
cell_1958,15,3,17,977,5,11
cell_1959,3,34,1510,38,34,1212
cell_1960,13,29,34,50,28,816
cell_1961,30,17,62,15,13,7
cell_1962,31,1079,1,8,15,10
cell_1963,39,36,8,36,799,53
cell_1964,567,24,7,11,12,49
cell_1965,29,5,4,23,4,1402
cell_1966,5,13,22,3,1516,34
cell_1967,8,51,13,1706,23,49
cell_1968,15,5,30,11,1337,11
cell_1969,709,20,12,28,11,8
cell_1970,12,23,39,21,2,7
cell_1971,888,11,6,23,46,6
cell_1972,5,767,11,6,34,15
cell_1973,12,13,7,11,462,24
cell_1974,34,4,5,540,2,41
cell_1975,12,28,3,28,729,16
cell_1976,19,1274,8,21,35,23
cell_1977,58,23,27,31,18,565
cell_1978,19,1067,34,16,8,15
cell_1979,1036,14,37,17,23,45
cell_1980,10,15,7,952,29,13
cell_1981,15,35,761,15,27,45
cell_1982,60,1153,1,16,7,5
cell_1983,10,7,11,1323,62,5
cell_1984,37,18,938,34,37,8
cell_1985,13,31,17,9,37,1068
cell_1986,30,26,17,85,1,28
cell_1987,4,243,4,4,14,6
cell_1988,7,13,579,39,23,32
cell_1989,31,595,3,19,13,6
cell_1990,13,27,15,0,837,10
cell_1991,13,16,1297,53,12,4
cell_1992,36,21,6,29,977,43
cell_1993,1,26,29,858,19,15
cell_1994,23,1188,36,12,9,7
cell_1995,28,26,1154,23,2,11
cell_1996,59,8,933,32,11,8
cell_1997,34,18,1426,34,41,18
cell_1998,11,12,32,4,21,1476
cell_1999,5,21,31,2207,17,7
cell_2000,10,19,35,32,39,16
