,barcode_assign,barcode_count,droplet_type,total_tag_umi
cell_1484,tag_4,1,singlet,2252
cell_1485,multiplet,2,multiplet,1422
cell_1486,tag_2,1,singlet,747
cell_1487,tag_4,1,singlet,830
cell_1488,tag_2,1,singlet,618
cell_1489,tag_3,1,singlet,779
cell_1490,tag_6,1,singlet,1422
cell_1491,tag_4,1,singlet,887
cell_1492,tag_6,1,singlet,1855
cell_1493,tag_6,1,singlet,781
cell_1494,tag_3,1,singlet,316
cell_1495,tag_2,1,singlet,766
cell_1496,tag_6,1,singlet,786
cell_1497,tag_1,1,singlet,602
cell_1498,tag_4,1,singlet,1102
cell_1499,tag_4,1,singlet,791
cell_1500,tag_2,1,singlet,2484
cell_1501,tag_5,1,singlet,1439
cell_1502,negative,0,negative,120
cell_1503,tag_5,1,singlet,763
cell_1504,tag_1,1,singlet,1282
cell_1505,tag_5,1,singlet,1380
cell_1506,tag_1,1,singlet,1540
cell_1507,tag_2,1,singlet,926
cell_1508,tag_1,1,singlet,1248
cell_1509,tag_3,1,singlet,1027
cell_1510,negative,0,negative,109
cell_1511,tag_2,1,singlet,922
cell_1512,tag_2,1,singlet,763
cell_1513,tag_3,1,singlet,1156
cell_1514,tag_4,1,singlet,1057
cell_1515,tag_4,1,singlet,582
cell_1516,tag_5,1,singlet,1127
cell_1517,tag_2,1,singlet,1611
cell_1518,tag_5,1,singlet,984
cell_1519,tag_6,1,singlet,1249
cell_1520,tag_2,1,singlet,783
cell_1521,tag_5,1,singlet,475
cell_1522,tag_1,1,singlet,835
cell_1523,tag_4,1,singlet,642
cell_1524,tag_6,1,singlet,818
cell_1525,tag_3,1,singlet,550
cell_1526,tag_3,1,singlet,1372
cell_1527,tag_4,1,singlet,1718
cell_1528,tag_3,1,singlet,1827
cell_1529,multiplet,2,multiplet,1770
cell_1530,tag_4,1,singlet,1189
cell_1531,tag_5,1,singlet,920
cell_1532,negative,0,negative,199
cell_1533,tag_5,1,singlet,604
cell_1534,tag_6,1,singlet,1603
cell_1535,tag_6,1,singlet,849
cell_1536,tag_1,1,singlet,1547
cell_1537,negative,0,negative,124
cell_1538,tag_3,1,singlet,2229
cell_1539,tag_2,1,singlet,838
cell_1540,tag_1,1,singlet,1177
cell_1541,tag_3,1,singlet,729
cell_1542,tag_6,1,singlet,1695
cell_1543,tag_1,1,singlet,537
cell_1544,tag_1,1,singlet,701
cell_1545,tag_1,1,singlet,1252
cell_1546,tag_6,1,singlet,680
cell_1547,tag_4,1,singlet,1604
cell_1548,tag_4,1,singlet,574
cell_1549,tag_6,1,singlet,890
cell_1550,tag_5,1,singlet,937
cell_1551,tag_4,1,singlet,853
cell_1552,tag_4,1,singlet,1283
cell_1553,tag_4,1,singlet,2437
cell_1554,tag_2,1,singlet,768
cell_1555,tag_3,1,singlet,1421
cell_1556,tag_2,1,singlet,373
cell_1557,tag_4,1,singlet,1151
cell_1558,tag_2,1,singlet,896
cell_1559,tag_1,1,singlet,2922
cell_1560,tag_4,1,singlet,791
cell_1561,tag_6,1,singlet,1703
cell_1562,tag_6,1,singlet,2485
cell_1563,negative,0,negative,49
cell_1564,tag_6,1,singlet,938
cell_1565,multiplet,2,multiplet,2333
cell_1566,multiplet,2,multiplet,1826
cell_1567,tag_3,1,singlet,1286
cell_1568,tag_5,1,singlet,811
cell_1569,tag_3,1,singlet,962
cell_1570,multiplet,2,multiplet,2558
cell_1571,tag_1,1,singlet,569
cell_1572,tag_3,1,singlet,755
cell_1573,tag_6,1,singlet,1063
cell_1574,tag_2,1,singlet,1382
cell_1575,tag_6,1,singlet,1624
cell_1576,tag_1,1,singlet,866
cell_1577,tag_2,1,singlet,980
cell_1578,tag_6,1,singlet,868
cell_1579,tag_6,1,singlet,676
cell_1580,tag_5,1,singlet,689
cell_1581,tag_6,1,singlet,1260
cell_1582,tag_1,1,singlet,892
cell_1583,tag_6,1,singlet,965
cell_1584,tag_3,1,singlet,1124
cell_1585,tag_6,1,singlet,1186
cell_1586,tag_5,1,singlet,342
cell_1587,tag_4,1,singlet,1383
cell_1588,tag_1,1,singlet,654
cell_1589,tag_6,1,singlet,966
cell_1590,tag_2,1,singlet,1707
cell_1591,tag_3,1,singlet,1034
cell_1592,tag_3,1,singlet,934
cell_1593,tag_5,1,singlet,1011
cell_1594,tag_6,1,singlet,1008
cell_1595,tag_3,1,singlet,900
cell_1596,tag_4,1,singlet,994
cell_1597,tag_6,1,singlet,991
cell_1598,tag_1,1,singlet,1054
cell_1599,multiplet,2,multiplet,2322
cell_1600,tag_3,1,singlet,737
cell_1601,tag_3,1,singlet,1201
cell_1602,tag_3,1,singlet,1552
cell_1603,tag_1,1,singlet,741
cell_1604,tag_5,1,singlet,503
cell_1605,tag_1,1,singlet,2158
cell_1606,multiplet,2,multiplet,2728
cell_1607,tag_2,1,singlet,782
cell_1608,tag_5,1,singlet,567
cell_1609,tag_6,1,singlet,644
cell_1610,tag_4,1,singlet,1044
cell_1611,tag_1,1,singlet,835
cell_1612,tag_3,1,singlet,1132
cell_1613,negative,0,negative,94
cell_1614,tag_2,1,singlet,1231
cell_1615,negative,0,negative,64
cell_1616,tag_3,1,singlet,638
cell_1617,tag_3,1,singlet,837
cell_1618,tag_3,1,singlet,940
cell_1619,tag_4,1,singlet,899
cell_1620,tag_1,1,singlet,1176
cell_1621,multiplet,2,multiplet,2161
cell_1622,negative,0,negative,103
cell_1623,tag_3,1,singlet,670
cell_1624,tag_4,1,singlet,1512
cell_1625,tag_6,1,singlet,842
cell_1626,tag_4,1,singlet,2445
cell_1627,tag_2,1,singlet,719
cell_1628,tag_5,1,singlet,2111
cell_1629,tag_6,1,singlet,2219
cell_1630,tag_2,1,singlet,1361
cell_1631,multiplet,2,multiplet,1982
cell_1632,tag_1,1,singlet,1330
cell_1633,tag_3,1,singlet,1013
cell_1634,tag_1,1,singlet,897
cell_1635,tag_4,1,singlet,1110
cell_1636,tag_6,1,singlet,399
cell_1637,tag_6,1,singlet,1343
cell_1638,tag_6,1,singlet,935
cell_1639,negative,0,negative,139
cell_1640,tag_6,1,singlet,1419
cell_1641,tag_5,1,singlet,760
cell_1642,tag_5,1,singlet,1209
cell_1643,tag_1,1,singlet,1717
cell_1644,tag_1,1,singlet,1782
cell_1645,multiplet,2,multiplet,2439
cell_1646,tag_1,1,singlet,1860
cell_1647,tag_3,1,singlet,565
cell_1648,tag_2,1,singlet,957
cell_1649,multiplet,2,multiplet,1879
cell_1650,multiplet,2,multiplet,2471
cell_1651,tag_6,1,singlet,1463
cell_1652,tag_6,1,singlet,1255
cell_1653,tag_4,1,singlet,1715
cell_1654,tag_1,1,singlet,1284
cell_1655,tag_2,1,singlet,1195
cell_1656,tag_3,1,singlet,821
cell_1657,tag_5,1,singlet,1687
cell_1658,tag_6,1,singlet,1852
cell_1659,tag_1,1,singlet,1482
cell_1660,tag_1,1,singlet,514
cell_1661,multiplet,2,multiplet,2762
cell_1662,multiplet,2,multiplet,1892
cell_1663,tag_2,1,singlet,1055
cell_1664,tag_1,1,singlet,1160
cell_1665,tag_4,1,singlet,1223
cell_1666,tag_1,1,singlet,1112
cell_1667,tag_1,1,singlet,1336
cell_1668,tag_6,1,singlet,853
cell_1669,tag_4,1,singlet,1362
cell_1670,tag_3,1,singlet,869
cell_1671,tag_5,1,singlet,2057
cell_1672,tag_5,1,singlet,829
cell_1673,tag_6,1,singlet,647
cell_1674,tag_3,1,singlet,327
cell_1675,multiplet,2,multiplet,1621
cell_1676,multiplet,2,multiplet,2696
cell_1677,tag_6,1,singlet,1969
cell_1678,tag_2,1,singlet,751
cell_1679,tag_1,1,singlet,1427
cell_1680,tag_6,1,singlet,1063
cell_1681,tag_6,1,singlet,835
cell_1682,negative,0,negative,69
cell_1683,multiplet,2,multiplet,1738
cell_1684,tag_6,1,singlet,796
cell_1685,tag_1,1,singlet,1296
cell_1686,tag_1,1,singlet,1150
cell_1687,multiplet,2,multiplet,2130
cell_1688,tag_3,1,singlet,745
cell_1689,tag_3,1,singlet,704
cell_1690,tag_4,1,singlet,1090
cell_1691,tag_3,1,singlet,776
cell_1692,tag_4,1,singlet,1033
cell_1693,tag_3,1,singlet,1267
cell_1694,tag_1,1,singlet,1027
cell_1695,tag_4,1,singlet,1326
cell_1696,tag_6,1,singlet,1061
cell_1697,multiplet,2,multiplet,2124
cell_1698,tag_1,1,singlet,1671
cell_1699,tag_6,1,singlet,1913
cell_1700,tag_1,1,singlet,1135
cell_1701,tag_3,1,singlet,1153
cell_1702,tag_1,1,singlet,2328
cell_1703,tag_2,1,singlet,907
cell_1704,tag_1,1,singlet,572
cell_1705,tag_4,1,singlet,1413
cell_1706,tag_1,1,singlet,1492
cell_1707,tag_6,1,singlet,1067
cell_1708,tag_1,1,singlet,876
cell_1709,negative,0,negative,126
cell_1710,tag_2,1,singlet,995
cell_1711,tag_6,1,singlet,1192
cell_1712,tag_5,1,singlet,453
cell_1713,tag_6,1,singlet,971
cell_1714,tag_5,1,singlet,1105
cell_1715,tag_1,1,singlet,1399
cell_1716,tag_1,1,singlet,922
cell_1717,tag_3,1,singlet,951
cell_1718,multiplet,2,multiplet,1706
cell_1719,tag_2,1,singlet,1946
cell_1720,tag_2,1,singlet,1569
cell_1721,tag_6,1,singlet,496
cell_1722,multiplet,2,multiplet,2320
cell_1723,tag_5,1,singlet,705
cell_1724,tag_2,1,singlet,1475
cell_1725,tag_5,1,singlet,1105
cell_1726,tag_5,1,singlet,618
cell_1727,tag_2,1,singlet,1284
cell_1728,tag_4,1,singlet,1636
cell_1729,tag_3,1,singlet,845
cell_1730,tag_3,1,singlet,1411
cell_1731,tag_6,1,singlet,1815
cell_1732,tag_2,1,singlet,1326
cell_1733,tag_4,1,singlet,877
cell_1734,tag_2,1,singlet,1372
cell_1735,tag_3,1,singlet,952
cell_1736,tag_3,1,singlet,1894
cell_1737,tag_5,1,singlet,1799
cell_1738,tag_2,1,singlet,1208
cell_1739,multiplet,2,multiplet,1462
cell_1740,tag_2,1,singlet,444
cell_1741,tag_4,1,singlet,1101
cell_1742,tag_4,1,singlet,1506
cell_1743,tag_2,1,singlet,1046
cell_1744,tag_1,1,singlet,877
cell_1745,tag_5,1,singlet,1715
cell_1746,tag_5,1,singlet,1285
cell_1747,tag_1,1,singlet,1682
cell_1748,tag_6,1,singlet,1881
cell_1749,tag_4,1,singlet,1657
cell_1750,tag_3,1,singlet,939
cell_1751,tag_2,1,singlet,1779
cell_1752,tag_5,1,singlet,695
cell_1753,tag_4,1,singlet,720
cell_1754,tag_4,1,singlet,309
cell_1755,tag_3,1,singlet,1115
cell_1756,tag_2,1,singlet,1052
cell_1757,negative,0,negative,118
cell_1758,tag_5,1,singlet,569
cell_1759,tag_1,1,singlet,1874
cell_1760,tag_2,1,singlet,1074
cell_1761,tag_2,1,singlet,1186
cell_1762,tag_5,1,singlet,905
cell_1763,tag_4,1,singlet,1891
cell_1764,tag_3,1,singlet,1279
cell_1765,tag_1,1,singlet,2077
cell_1766,tag_4,1,singlet,568
cell_1767,negative,0,negative,146
cell_1768,tag_5,1,singlet,894
cell_1769,tag_6,1,singlet,1043
cell_1770,tag_2,1,singlet,2320
cell_1771,tag_4,1,singlet,633
cell_1772,multiplet,2,multiplet,1216
cell_1773,tag_4,1,singlet,799
cell_1774,tag_5,1,singlet,834
cell_1775,tag_5,1,singlet,1373
cell_1776,multiplet,2,multiplet,2382
cell_1777,tag_6,1,singlet,1249
cell_1778,tag_1,1,singlet,634
cell_1779,tag_5,1,singlet,907
cell_1780,multiplet,2,multiplet,2064
cell_1781,tag_2,1,singlet,802
cell_1782,tag_1,1,singlet,810
cell_1783,tag_5,1,singlet,485
cell_1784,tag_1,1,singlet,1178
cell_1785,tag_1,1,singlet,1165
cell_1786,tag_4,1,singlet,1063
cell_1787,tag_2,1,singlet,1825
cell_1788,tag_5,1,singlet,1996
cell_1789,tag_6,1,singlet,1952
cell_1790,negative,0,negative,132
cell_1791,tag_1,1,singlet,938
cell_1792,tag_6,1,singlet,1692
cell_1793,tag_5,1,singlet,1186
cell_1794,tag_2,1,singlet,2066
cell_1795,tag_6,1,singlet,1151
cell_1796,tag_2,1,singlet,760
cell_1797,negative,0,negative,113
cell_1798,tag_1,1,singlet,1489
cell_1799,tag_3,1,singlet,1418
cell_1800,tag_3,1,singlet,1365
cell_1801,tag_1,1,singlet,941
cell_1802,negative,0,negative,97
cell_1803,tag_3,1,singlet,1124
cell_1804,tag_1,1,singlet,531
cell_1805,tag_1,1,singlet,902
cell_1806,negative,0,negative,128
cell_1807,tag_3,1,singlet,1460
cell_1808,tag_6,1,singlet,1174
cell_1809,tag_5,1,singlet,1132
cell_1810,tag_3,1,singlet,627
cell_1811,tag_5,1,singlet,1499
cell_1812,tag_6,1,singlet,743
cell_1813,tag_2,1,singlet,1177
cell_1814,tag_1,1,singlet,1064
cell_1815,tag_5,1,singlet,1783
cell_1816,tag_2,1,singlet,805
cell_1817,tag_6,1,singlet,1191
cell_1818,tag_1,1,singlet,672
cell_1819,tag_1,1,singlet,915
cell_1820,tag_2,1,singlet,799
cell_1821,multiplet,2,multiplet,1499
cell_1822,multiplet,2,multiplet,1461
cell_1823,tag_5,1,singlet,1302
cell_1824,tag_5,1,singlet,1250
cell_1825,tag_3,1,singlet,896
cell_1826,multiplet,2,multiplet,1507
cell_1827,tag_1,1,singlet,553
cell_1828,multiplet,2,multiplet,2533
cell_1829,tag_2,1,singlet,910
cell_1830,tag_4,1,singlet,1132
cell_1831,tag_5,1,singlet,1607
cell_1832,tag_6,1,singlet,1375
cell_1833,tag_2,1,singlet,974
cell_1834,tag_3,1,singlet,884
cell_1835,tag_4,1,singlet,877
cell_1836,tag_4,1,singlet,1079
cell_1837,tag_3,1,singlet,1091
cell_1838,tag_4,1,singlet,939
cell_1839,tag_1,1,singlet,474
cell_1840,multiplet,2,multiplet,2914
cell_1841,tag_5,1,singlet,1453
cell_1842,tag_1,1,singlet,1661
cell_1843,tag_3,1,singlet,1343
cell_1844,tag_1,1,singlet,1821
cell_1845,tag_4,1,singlet,1864
cell_1846,tag_4,1,singlet,1400
cell_1847,tag_5,1,singlet,1265
cell_1848,tag_1,1,singlet,661
cell_1849,tag_6,1,singlet,2441
cell_1850,tag_3,1,singlet,903
cell_1851,tag_6,1,singlet,867
cell_1852,tag_3,1,singlet,1233
cell_1853,multiplet,2,multiplet,1272
cell_1854,multiplet,2,multiplet,1798
cell_1855,tag_3,1,singlet,1650
cell_1856,tag_1,1,singlet,1268
cell_1857,tag_5,1,singlet,1566
cell_1858,tag_2,1,singlet,808
cell_1859,tag_6,1,singlet,559
cell_1860,tag_3,1,singlet,770
cell_1861,tag_2,1,singlet,1258
cell_1862,tag_3,1,singlet,947
cell_1863,tag_2,1,singlet,906
cell_1864,tag_3,1,singlet,1378
cell_1865,tag_5,1,singlet,1485
cell_1866,negative,0,negative,93
cell_1867,tag_5,1,singlet,860
cell_1868,tag_1,1,singlet,375
cell_1869,negative,0,negative,156
cell_1870,tag_3,1,singlet,475
cell_1871,tag_3,1,singlet,345
cell_1872,multiplet,2,multiplet,2298
cell_1873,tag_3,1,singlet,1365
cell_1874,tag_6,1,singlet,485
cell_1875,tag_5,1,singlet,1478
cell_1876,tag_5,1,singlet,928
cell_1877,multiplet,2,multiplet,2387
cell_1878,multiplet,2,multiplet,2863
cell_1879,tag_5,1,singlet,1108
cell_1880,tag_1,1,singlet,1758
cell_1881,tag_5,1,singlet,1849
cell_1882,tag_5,1,singlet,855
cell_1883,multiplet,2,multiplet,2612
cell_1884,tag_2,1,singlet,896
cell_1885,tag_1,1,singlet,1183
cell_1886,tag_2,1,singlet,485
cell_1887,tag_1,1,singlet,1655
cell_1888,multiplet,2,multiplet,2759
cell_1889,tag_3,1,singlet,719
cell_1890,tag_5,1,singlet,1294
cell_1891,tag_1,1,singlet,1020
cell_1892,tag_4,1,singlet,753
cell_1893,tag_2,1,singlet,1305
cell_1894,tag_2,1,singlet,1255
cell_1895,tag_5,1,singlet,1718
cell_1896,tag_2,1,singlet,433
cell_1897,tag_2,1,singlet,1303
cell_1898,multiplet,2,multiplet,2405
cell_1899,tag_6,1,singlet,664
cell_1900,tag_2,1,singlet,1359
cell_1901,tag_4,1,singlet,1061
cell_1902,tag_2,1,singlet,1758
cell_1903,multiplet,2,multiplet,1317
cell_1904,tag_6,1,singlet,986
cell_1905,tag_5,1,singlet,1438
cell_1906,negative,0,negative,99
cell_1907,tag_5,1,singlet,1168
cell_1908,tag_5,1,singlet,1147
cell_1909,tag_6,1,singlet,1996
cell_1910,tag_1,1,singlet,735
cell_1911,tag_2,1,singlet,929
cell_1912,tag_3,1,singlet,676
cell_1913,tag_1,1,singlet,757
cell_1914,tag_2,1,singlet,620
cell_1915,tag_5,1,singlet,845
cell_1916,tag_5,1,singlet,931
cell_1917,tag_4,1,singlet,895
cell_1918,tag_3,1,singlet,843
cell_1919,tag_4,1,singlet,747
cell_1920,tag_5,1,singlet,1010
cell_1921,tag_2,1,singlet,1270
cell_1922,tag_2,1,singlet,1296
cell_1923,tag_2,1,singlet,644
cell_1924,tag_4,1,singlet,904
cell_1925,tag_4,1,singlet,446
cell_1926,tag_6,1,singlet,917
cell_1927,tag_2,1,singlet,1412
cell_1928,tag_3,1,singlet,891
cell_1929,tag_4,1,singlet,1414
cell_1930,tag_6,1,singlet,971
cell_1931,tag_4,1,singlet,1205
cell_1932,tag_1,1,singlet,1238
cell_1933,tag_2,1,singlet,820
cell_1934,tag_5,1,singlet,1035
cell_1935,tag_2,1,singlet,782
cell_1936,tag_5,1,singlet,1006
cell_1937,tag_1,1,singlet,1320
cell_1938,tag_1,1,singlet,1185
cell_1939,tag_6,1,singlet,631
cell_1940,multiplet,2,multiplet,3115
cell_1941,tag_1,1,singlet,1036
cell_1942,tag_5,1,singlet,1387
cell_1943,tag_5,1,singlet,650
cell_1944,tag_1,1,singlet,946
cell_1945,tag_5,1,singlet,856
cell_1946,tag_1,1,singlet,489
cell_1947,tag_2,1,singlet,496
cell_1948,negative,0,negative,85
cell_1949,tag_5,1,singlet,867
cell_1950,tag_2,1,singlet,1085
cell_1951,tag_6,1,singlet,1691
cell_1952,tag_6,1,singlet,1509
cell_1953,multiplet,2,multiplet,1597
cell_1954,tag_1,1,singlet,969
cell_1955,tag_3,1,singlet,482
cell_1956,tag_3,1,singlet,1647
cell_1957,tag_1,1,singlet,1292
cell_1958,tag_4,1,singlet,1028
cell_1959,multiplet,2,multiplet,2831
cell_1960,tag_6,1,singlet,970
cell_1961,negative,0,negative,144
cell_1962,tag_2,1,singlet,1144
cell_1963,tag_5,1,singlet,971
cell_1964,tag_1,1,singlet,670
cell_1965,tag_6,1,singlet,1467
cell_1966,tag_5,1,singlet,1593
cell_1967,tag_4,1,singlet,1850
cell_1968,tag_5,1,singlet,1409
cell_1969,tag_1,1,singlet,788
cell_1970,negative,0,negative,104
cell_1971,tag_1,1,singlet,980
cell_1972,tag_2,1,singlet,838
cell_1973,tag_5,1,singlet,529
cell_1974,tag_4,1,singlet,626
cell_1975,tag_5,1,singlet,816
cell_1976,tag_2,1,singlet,1380
cell_1977,tag_6,1,singlet,722
cell_1978,tag_2,1,singlet,1159
cell_1979,tag_1,1,singlet,1172
cell_1980,tag_4,1,singlet,1026
cell_1981,tag_3,1,singlet,898
cell_1982,tag_2,1,singlet,1242
cell_1983,tag_4,1,singlet,1418
cell_1984,tag_3,1,singlet,1072
cell_1985,tag_6,1,singlet,1175
cell_1986,negative,0,negative,187
cell_1987,tag_2,1,singlet,275
cell_1988,tag_3,1,singlet,693
cell_1989,tag_2,1,singlet,667
cell_1990,tag_5,1,singlet,902
cell_1991,tag_3,1,singlet,1395
cell_1992,tag_5,1,singlet,1112
cell_1993,tag_4,1,singlet,948
cell_1994,tag_2,1,singlet,1275
cell_1995,tag_3,1,singlet,1244
cell_1996,tag_3,1,singlet,1051
cell_1997,tag_3,1,singlet,1571
cell_1998,tag_6,1,singlet,1556
cell_1999,tag_4,1,singlet,2288
cell_2000,negative,0,negative,151
